City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
256,Port Hardy,CA,2021-01-13 17:26:17,50.6996,-127.4199,42.8,87,75,4.61
257,Barrow,US,2021-01-13 17:26:17,71.2906,-156.7887,-4.0,77,1,24.16
258,Ribeira Grande,PT,2021-01-13 17:26:17,38.5167,-28.7,60.8,88,40,10.36
259,Hays,US,2021-01-13 17:26:17,30.0502,-98.0336,55.0,61,0,1.01
260,Lavrentiya,RU,2021-01-13 17:26:18,65.5833,-171.0,-4.34,85,100,8.12
261,Kununurra,AU,2021-01-13 17:26:18,-15.7667,128.7333,80.6,94,71,4.61
262,Kaeo,NZ,2021-01-13 17:26:18,-35.1,173.7833,61.0,94,23,7.94
263,Manaure,CO,2021-01-13 17:26:18,11.7751,-72.4445,84.67,52,76,22.73
264,Kotelnich,RU,2021-01-13 17:26:18,58.3089,48.348,-18.94,88,11,4.59
265,Faya,SA,2021-01-13 17:26:18,18.3851,42.4509,55.4,82,0,5.75
266,Caravelas,BR,2021-01-13 17:26:18,-17.7125,-39.2481,84.78,58,4,10.78
267,Sobolevo,RU,2021-01-13 17:26:18,54.4299,31.8996,18.55,97,100,14.14
268,Novosergiyevka,RU,2021-01-13 17:26:18,52.0934,53.6528,-2.4,90,85,13.2
269,Chanika,TZ,2021-01-13 17:26:18,-5.4167,38.0167,70.48,96,26,5.28
270,Nha Trang,VN,2021-01-13 17:26:18,12.25,109.1833,66.2,72,20,5.75
271,Chapais,CA,2021-01-13 17:26:18,49.7834,-74.8492,28.4,93,90,11.5
272,Itamarandiba,BR,2021-01-13 17:26:19,-17.8572,-42.8589,77.85,71,63,4.36
273,Gujan-Mestras,FR,2021-01-13 17:26:19,44.6333,-1.0667,48.2,93,75,2.3
274,Kalnciems,LV,2021-01-13 17:26:19,56.8011,23.6097,30.2,86,90,6.91
275,Copiapo,CL,2021-01-13 17:22:09,-27.3667,-70.3333,71.6,53,0,8.05
276,Havoysund,NO,2021-01-13 17:26:19,70.9963,24.6622,21.2,86,75,24.16
277,Jining,CN,2021-01-13 17:26:19,35.405,116.5814,36.37,77,0,7.87
278,Denia,ES,2021-01-13 17:22:48,38.8408,0.1057,51.01,61,0,1.99
279,Labuhan,ID,2021-01-13 17:26:19,-6.8844,112.2051,78.78,83,100,9.37
280,Zomba,MW,2021-01-13 17:21:26,-15.386,35.3188,68.86,89,99,2.28
281,Nouakchott,MR,2021-01-13 17:21:38,18.0858,-15.9785,82.4,13,77,16.11
282,Dmitriyevka,RU,2021-01-13 17:26:19,54.75,55.3333,-11.2,77,40,4.47
283,Kushima,JP,2021-01-13 17:26:19,31.4583,131.2333,44.67,76,0,4.0
284,Tomigusuku,JP,2021-01-13 17:26:19,26.185,127.675,59.0,58,75,5.75
285,Arman,RU,2021-01-13 17:26:19,59.7,150.1667,-8.25,83,92,5.95
286,Vestmannaeyjar,IS,2021-01-13 17:26:19,63.4427,-20.2734,42.8,93,90,11.5
287,Kieta,PG,2021-01-13 17:26:19,-6.2167,155.6333,79.86,75,81,3.51
288,Mahajanga,MG,2021-01-13 17:26:20,-15.7167,46.3167,84.2,74,40,9.22
289,Nyagan,RU,2021-01-13 17:26:20,62.1406,65.3936,-6.56,85,0,4.63
290,Katsuura,JP,2021-01-13 17:26:20,35.1333,140.3,41.0,65,20,6.91
